Indicator,Year,Geography,Cases,Rate per 100000,Population
HIV diagnoses,2011,Nevada,383,17.1,"2,242,001"
HIV deaths,2011,Nevada,132,5.9,"2,242,001"
HIV prevalence,2011,Nevada,"7,158",319.3,"2,242,001"
AIDS diagnoses,2011,Nevada,215,9.6,"2,242,001"
AIDS deaths,2011,Nevada,111,5,"2,242,001"
AIDS prevalence,2011,Nevada,"3,704",165.2,"2,242,001"
Estimated HIV incidence,2011,Nevada,410,18.1,"2,242,001"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Nevada,"9,600",426.5,"2,242,001"
HIV diagnoses,2013,Utah,109,4.9,"2,234,986"
HIV deaths,2013,Utah,44,2,"2,234,986"
HIV prevalence,2013,Utah,"2,494",111.6,"2,234,986"
AIDS diagnoses,2013,Utah,48,2.1,"2,234,986"
AIDS deaths,2013,Utah,31,1.4,"2,234,986"
AIDS prevalence,2013,Utah,"1,381",61.8,"2,234,986"
Estimated HIV incidence,2013,Utah,130,5.9,"2,234,986"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Utah,"2,900",130.3,"2,234,986"
HIV diagnoses,2010,Nevada,377,17,"2,223,636"
HIV deaths,2010,Nevada,126,5.7,"2,223,636"
HIV prevalence,2010,Nevada,"6,935",311.9,"2,223,636"
AIDS diagnoses,2010,Nevada,226,10.2,"2,223,636"
AIDS deaths,2010,Nevada,101,4.5,"2,223,636"
AIDS prevalence,2010,Nevada,"3,623",162.9,"2,223,636"
Estimated HIV incidence,2010,Nevada,400,17.9,"2,223,636"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Nevada,"9,300",417.8,"2,223,636"
HIV diagnoses,2012,Utah,122,5.6,"2,191,973"
HIV deaths,2012,Utah,25,1.1,"2,191,973"
HIV prevalence,2012,Utah,"2,303",105.1,"2,191,973"
AIDS diagnoses,2012,Utah,85,3.9,"2,191,973"
AIDS deaths,2012,Utah,24,1.1,"2,191,973"
AIDS prevalence,2012,Utah,"1,298",59.2,"2,191,973"
Estimated HIV incidence,2012,Utah,100,4.7,"2,191,973"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Utah,"2,800",128.9,"2,191,973"
HIV diagnoses,2011,Utah,107,5,"2,155,085"
HIV deaths,2011,Utah,24,1.1,"2,155,085"
HIV prevalence,2011,Utah,"2,251",104.5,"2,155,085"
AIDS diagnoses,2011,Utah,66,3.1,"2,155,085"
AIDS deaths,2011,Utah,16,0.7,"2,155,085"
AIDS prevalence,2011,Utah,"1,266",58.7,"2,155,085"
Estimated HIV incidence,2011,Utah,120,5.6,"2,155,085"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Utah,"2,700",127.5,"2,155,085"
HIV diagnoses,2010,Utah,83,3.9,"2,119,512"
HIV deaths,2010,Utah,24,1.1,"2,119,512"
HIV prevalence,2010,Utah,"2,153",101.6,"2,119,512"
AIDS diagnoses,2010,Utah,59,2.8,"2,119,512"
AIDS deaths,2010,Utah,21,1,"2,119,512"
AIDS prevalence,2010,Utah,"1,226",57.8,"2,119,512"
Estimated HIV incidence,2010,Utah,90,4.4,"2,119,512"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Utah,"2,700",125.1,"2,119,512"
HIV diagnoses,2016,New Mexico,138,8,"1,732,090"
HIV deaths,2016,New Mexico,46,2.7,"1,732,090"
HIV prevalence,2016,New Mexico,"3,283",189.5,"1,732,090"
AIDS diagnoses,2016,New Mexico,63,3.6,"1,732,090"
AIDS deaths,2016,New Mexico,39,2.3,"1,732,090"
AIDS prevalence,2016,New Mexico,"1,847",106.6,"1,732,090"
Estimated HIV incidence,2016,New Mexico,170,9.5,"1,732,090"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,New Mexico,"3,900",225.4,"1,732,090"
HIV diagnoses,2015,New Mexico,135,7.8,"1,724,702"
HIV deaths,2015,New Mexico,75,4.3,"1,724,702"
HIV prevalence,2015,New Mexico,"3,200",185.5,"1,724,702"
AIDS diagnoses,2015,New Mexico,54,3.1,"1,724,702"
AIDS deaths,2015,New Mexico,68,3.9,"1,724,702"
AIDS prevalence,2015,New Mexico,"1,832",106.2,"1,724,702"
Estimated HIV incidence,2015,New Mexico,140,8.2,"1,724,702"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,New Mexico,"3,800",219.5,"1,724,702"
HIV diagnoses,2014,New Mexico,133,7.7,"1,721,424"
HIV deaths,2014,New Mexico,67,3.9,"1,721,424"
HIV prevalence,2014,New Mexico,"3,075",178.6,"1,721,424"
AIDS diagnoses,2014,New Mexico,57,3.3,"1,721,424"
AIDS deaths,2014,New Mexico,52,3,"1,721,424"
AIDS prevalence,2014,New Mexico,"1,813",105.3,"1,721,424"
Estimated HIV incidence,2014,New Mexico,140,8.4,"1,721,424"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,New Mexico,"3,700",216,"1,721,424"
HIV diagnoses,2013,New Mexico,142,8.3,"1,718,292"
HIV deaths,2013,New Mexico,47,2.7,"1,718,292"
HIV prevalence,2013,New Mexico,"2,933",170.7,"1,718,292"
AIDS diagnoses,2013,New Mexico,77,4.5,"1,718,292"
AIDS deaths,2013,New Mexico,40,2.3,"1,718,292"
AIDS prevalence,2013,New Mexico,"1,784",103.8,"1,718,292"
Estimated HIV incidence,2013,New Mexico,160,9.3,"1,718,292"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,New Mexico,"3,600",211.9,"1,718,292"
HIV diagnoses,2012,New Mexico,118,6.9,"1,712,399"
HIV deaths,2012,New Mexico,58,3.4,"1,712,399"
HIV prevalence,2012,New Mexico,"2,965",173.1,"1,712,399"
AIDS diagnoses,2012,New Mexico,85,5,"1,712,399"
AIDS deaths,2012,New Mexico,42,2.5,"1,712,399"
AIDS prevalence,2012,New Mexico,"1,809",105.6,"1,712,399"
Estimated HIV incidence,2012,New Mexico,140,8.3,"1,712,399"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,New Mexico,"3,500",206,"1,712,399"
HIV diagnoses,2011,New Mexico,137,8,"1,703,445"
HIV deaths,2011,New Mexico,51,3,"1,703,445"
HIV prevalence,2011,New Mexico,"2,989",175.5,"1,703,445"
AIDS diagnoses,2011,New Mexico,93,5.5,"1,703,445"
AIDS deaths,2011,New Mexico,44,2.6,"1,703,445"
AIDS prevalence,2011,New Mexico,"1,822",107,"1,703,445"
Estimated HIV incidence,2011,New Mexico,130,7.4,"1,703,445"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,New Mexico,"3,400",202.2,"1,703,445"
HIV diagnoses,2010,New Mexico,148,8.8,"1,690,263"
HIV deaths,2010,New Mexico,63,3.7,"1,690,263"
HIV prevalence,2010,New Mexico,"2,893",171.2,"1,690,263"
AIDS diagnoses,2010,New Mexico,100,5.9,"1,690,263"
AIDS deaths,2010,New Mexico,47,2.8,"1,690,263"
AIDS prevalence,2010,New Mexico,"1,785",105.6,"1,690,263"
Estimated HIV incidence,2010,New Mexico,140,8.4,"1,690,263"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,New Mexico,"3,400",199.3,"1,690,263"
HIV diagnoses,2012,West Virginia,82,5.2,"1,581,159"
HIV deaths,2012,West Virginia,39,2.5,"1,581,159"
HIV prevalence,2012,West Virginia,"1,744",110.3,"1,581,159"
AIDS diagnoses,2012,West Virginia,57,3.6,"1,581,159"
AIDS deaths,2012,West Virginia,32,2,"1,581,159"
AIDS prevalence,2012,West Virginia,"1,008",63.8,"1,581,159"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,West Virginia,"1,900",119.3,"1,581,159"
HIV diagnoses,2011,West Virginia,88,5.6,"1,580,445"
HIV deaths,2011,West Virginia,38,2.4,"1,580,445"
HIV prevalence,2011,West Virginia,"1,670",105.7,"1,580,445"
AIDS diagnoses,2011,West Virginia,56,3.5,"1,580,445"
AIDS deaths,2011,West Virginia,31,2,"1,580,445"
AIDS prevalence,2011,West Virginia,956,60.5,"1,580,445"
Estimated HIV incidence,2011,West Virginia,60,3.8,"1,580,445"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,West Virginia,"1,900",118.5,"1,580,445"
HIV diagnoses,2013,West Virginia,72,4.6,"1,579,728"
HIV deaths,2013,West Virginia,42,2.7,"1,579,728"
HIV prevalence,2013,West Virginia,"1,724",109.1,"1,579,728"
AIDS diagnoses,2013,West Virginia,48,3,"1,579,728"
AIDS deaths,2013,West Virginia,30,1.9,"1,579,728"
AIDS prevalence,2013,West Virginia,989,62.6,"1,579,728"
Estimated HIV incidence,2013,West Virginia,70,4.2,"1,579,728"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,West Virginia,"1,900",121,"1,579,728"
HIV diagnoses,2010,West Virginia,74,4.7,"1,578,906"
HIV deaths,2010,West Virginia,28,1.8,"1,578,906"
HIV prevalence,2010,West Virginia,"1,572",99.6,"1,578,906"
AIDS diagnoses,2010,West Virginia,45,2.9,"1,578,906"
AIDS deaths,2010,West Virginia,21,1.3,"1,578,906"
AIDS prevalence,2010,West Virginia,909,57.6,"1,578,906"
Estimated HIV incidence,2010,West Virginia,50,3.3,"1,578,906"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,West Virginia,"1,900",117.1,"1,578,906"
HIV diagnoses,2014,West Virginia,86,5.5,"1,576,483"
HIV deaths,2014,West Virginia,37,2.3,"1,576,483"
HIV prevalence,2014,West Virginia,"1,767",112.1,"1,576,483"
AIDS diagnoses,2014,West Virginia,48,3,"1,576,483"
AIDS deaths,2014,West Virginia,28,1.8,"1,576,483"
AIDS prevalence,2014,West Virginia,"1,004",63.7,"1,576,483"
Estimated HIV incidence,2014,West Virginia,80,4.9,"1,576,483"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,West Virginia,"2,000",123.8,"1,576,483"
HIV diagnoses,2015,West Virginia,72,4.6,"1,570,163"
HIV deaths,2015,West Virginia,30,1.9,"1,570,163"
HIV prevalence,2015,West Virginia,"1,734",110.4,"1,570,163"
AIDS diagnoses,2015,West Virginia,34,2.2,"1,570,163"
AIDS deaths,2015,West Virginia,28,1.8,"1,570,163"
AIDS prevalence,2015,West Virginia,973,62,"1,570,163"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,West Virginia,"2,000",125.9,"1,570,163"
HIV diagnoses,2016,Nebraska,76,4.9,"1,562,254"
HIV deaths,2016,Nebraska,28,1.8,"1,562,254"
HIV prevalence,2016,Nebraska,"2,086",133.5,"1,562,254"
AIDS diagnoses,2016,Nebraska,35,2.2,"1,562,254"
AIDS deaths,2016,Nebraska,24,1.5,"1,562,254"
AIDS prevalence,2016,Nebraska,"1,061",67.9,"1,562,254"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Nebraska,"2,400",154.8,"1,562,254"
HIV diagnoses,2016,West Virginia,67,4.3,"1,561,944"
HIV deaths,2016,West Virginia,37,2.4,"1,561,944"
HIV prevalence,2016,West Virginia,"1,774",113.6,"1,561,944"
AIDS diagnoses,2016,West Virginia,43,2.8,"1,561,944"
AIDS deaths,2016,West Virginia,31,2,"1,561,944"
AIDS prevalence,2016,West Virginia,989,63.3,"1,561,944"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,West Virginia,"2,000",127.8,"1,561,944"
HIV diagnoses,2015,Nebraska,79,5.1,"1,549,530"
HIV deaths,2015,Nebraska,28,1.8,"1,549,530"
HIV prevalence,2015,Nebraska,"2,024",130.6,"1,549,530"
AIDS diagnoses,2015,Nebraska,47,3,"1,549,530"
AIDS deaths,2015,Nebraska,22,1.4,"1,549,530"
AIDS prevalence,2015,Nebraska,"1,060",68.4,"1,549,530"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Nebraska,"2,400",153.1,"1,549,530"
HIV diagnoses,2014,Nebraska,88,5.7,"1,539,045"
HIV deaths,2014,Nebraska,29,1.9,"1,539,045"
HIV prevalence,2014,Nebraska,"1,966",127.7,"1,539,045"
AIDS diagnoses,2014,Nebraska,48,3.1,"1,539,045"
AIDS deaths,2014,Nebraska,22,1.4,"1,539,045"
AIDS prevalence,2014,Nebraska,"1,037",67.4,"1,539,045"
Estimated HIV incidence,2014,Nebraska,90,5.5,"1,539,045"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Nebraska,"2,300",150.8,"1,539,045"
HIV diagnoses,2013,Nebraska,79,5.2,"1,526,914"
HIV deaths,2013,Nebraska,33,2.2,"1,526,914"
HIV prevalence,2013,Nebraska,"1,886",123.5,"1,526,914"
AIDS diagnoses,2013,Nebraska,62,4.1,"1,526,914"
AIDS deaths,2013,Nebraska,27,1.8,"1,526,914"
AIDS prevalence,2013,Nebraska,"1,004",65.8,"1,526,914"
Estimated HIV incidence,2013,Nebraska,80,4.9,"1,526,914"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Nebraska,"2,300",148.3,"1,526,914"
HIV diagnoses,2012,Nebraska,83,5.5,"1,515,530"
HIV deaths,2012,Nebraska,32,2.1,"1,515,530"
HIV prevalence,2012,Nebraska,"1,848",121.9,"1,515,530"
AIDS diagnoses,2012,Nebraska,44,2.9,"1,515,530"
AIDS deaths,2012,Nebraska,24,1.6,"1,515,530"
AIDS prevalence,2012,Nebraska,984,64.9,"1,515,530"
Estimated HIV incidence,2012,Nebraska,80,5.3,"1,515,530"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Nebraska,"2,200",146.7,"1,515,530"
HIV diagnoses,2011,Nebraska,80,5.3,"1,504,195"
HIV deaths,2011,Nebraska,24,1.6,"1,504,195"
HIV prevalence,2011,Nebraska,"1,811",120.4,"1,504,195"
AIDS diagnoses,2011,Nebraska,47,3.1,"1,504,195"
AIDS deaths,2011,Nebraska,20,1.3,"1,504,195"
AIDS prevalence,2011,Nebraska,979,65.1,"1,504,195"
Estimated HIV incidence,2011,Nebraska,70,4.9,"1,504,195"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Nebraska,"2,200",144.5,"1,504,195"
HIV diagnoses,2010,Nebraska,115,7.7,"1,494,417"
HIV deaths,2010,Nebraska,31,2.1,"1,494,417"
HIV prevalence,2010,Nebraska,"1,758",117.6,"1,494,417"
AIDS diagnoses,2010,Nebraska,85,5.7,"1,494,417"
AIDS deaths,2010,Nebraska,26,1.7,"1,494,417"
AIDS prevalence,2010,Nebraska,944,63.2,"1,494,417"
Estimated HIV incidence,2010,Nebraska,100,6.4,"1,494,417"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Nebraska,"2,100",142.1,"1,494,417"
HIV diagnoses,2016,Idaho,47,3.4,"1,366,254"
HIV deaths,2016,Idaho,11,0.8,"1,366,254"
HIV prevalence,2016,Idaho,"1,102",80.7,"1,366,254"
AIDS diagnoses,2016,Idaho,24,1.8,"1,366,254"
AIDS deaths,2016,Idaho,7,0.5,"1,366,254"
AIDS prevalence,2016,Idaho,553,40.5,"1,366,254"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Idaho,"1,100",84,"1,366,254"
HIV diagnoses,2015,Idaho,40,3,"1,338,097"
HIV deaths,2015,Idaho,14,1,"1,338,097"
HIV prevalence,2015,Idaho,"1,043",77.9,"1,338,097"
AIDS diagnoses,2015,Idaho,22,1.6,"1,338,097"
AIDS deaths,2015,Idaho,7,0.5,"1,338,097"
AIDS prevalence,2015,Idaho,523,39.1,"1,338,097"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Idaho,"1,100",84.8,"1,338,097"
HIV diagnoses,2014,Idaho,22,1.7,"1,320,052"
HIV deaths,2014,Idaho,21,1.6,"1,320,052"
HIV prevalence,2014,Idaho,"1,019",77.2,"1,320,052"
AIDS diagnoses,2014,Idaho,16,1.2,"1,320,052"
AIDS deaths,2014,Idaho,16,1.2,"1,320,052"
AIDS prevalence,2014,Idaho,516,39.1,"1,320,052"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Idaho,"1,100",84.6,"1,320,052"
HIV diagnoses,2013,Idaho,26,2,"1,300,127"
HIV deaths,2013,Idaho,14,1.1,"1,300,127"
HIV prevalence,2013,Idaho,"1,020",78.5,"1,300,127"
AIDS diagnoses,2013,Idaho,15,1.2,"1,300,127"
AIDS deaths,2013,Idaho,11,0.8,"1,300,127"
AIDS prevalence,2013,Idaho,516,39.7,"1,300,127"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Idaho,"1,100",85.7,"1,300,127"
HIV diagnoses,2012,Idaho,38,3,"1,283,440"
HIV deaths,2012,Idaho,24,1.9,"1,283,440"
HIV prevalence,2012,Idaho,967,75.3,"1,283,440"
AIDS diagnoses,2012,Idaho,17,1.3,"1,283,440"
AIDS deaths,2012,Idaho,17,1.3,"1,283,440"
AIDS prevalence,2012,Idaho,492,38.3,"1,283,440"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Idaho,"1,100",86.7,"1,283,440"
HIV diagnoses,2011,Idaho,35,2.8,"1,270,172"
HIV deaths,2011,Idaho,15,1.2,"1,270,172"
HIV prevalence,2011,Idaho,923,72.7,"1,270,172"
AIDS diagnoses,2011,Idaho,21,1.7,"1,270,172"
AIDS deaths,2011,Idaho,12,0.9,"1,270,172"
AIDS prevalence,2011,Idaho,470,37,"1,270,172"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Idaho,"1,100",87.2,"1,270,172"
HIV diagnoses,2010,Idaho,44,3.5,"1,257,002"
HIV deaths,2010,Idaho,15,1.2,"1,257,002"
HIV prevalence,2010,Idaho,880,70,"1,257,002"
AIDS diagnoses,2010,Idaho,49,3.9,"1,257,002"
AIDS deaths,2010,Idaho,12,1,"1,257,002"
AIDS prevalence,2010,Idaho,446,35.5,"1,257,002"
Estimated HIV incidence,2010,Idaho,30,2.2,"1,257,002"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Idaho,"1,100",87.4,"1,257,002"
HIV diagnoses,2016,Hawaii,78,6.5,"1,200,922"
HIV deaths,2016,Hawaii,35,2.9,"1,200,922"
HIV prevalence,2016,Hawaii,"2,623",218.4,"1,200,922"
AIDS diagnoses,2016,Hawaii,33,2.7,"1,200,922"
AIDS deaths,2016,Hawaii,28,2.3,"1,200,922"
AIDS prevalence,2016,Hawaii,"1,496",124.6,"1,200,922"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Hawaii,"3,000",250.4,"1,200,922"
HIV diagnoses,2015,Hawaii,120,10,"1,197,429"
HIV deaths,2015,Hawaii,32,2.7,"1,197,429"
HIV prevalence,2015,Hawaii,"2,624",219.1,"1,197,429"
AIDS diagnoses,2015,Hawaii,43,3.6,"1,197,429"
AIDS deaths,2015,Hawaii,27,2.3,"1,197,429"
AIDS prevalence,2015,Hawaii,"1,517",126.7,"1,197,429"
Estimated HIV incidence,2015,Hawaii,140,12,"1,197,429"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Hawaii,"3,000",248.5,"1,197,429"
HIV diagnoses,2014,Hawaii,99,8.3,"1,189,774"
HIV deaths,2014,Hawaii,43,3.6,"1,189,774"
HIV prevalence,2014,Hawaii,"2,557",214.9,"1,189,774"
AIDS diagnoses,2014,Hawaii,45,3.8,"1,189,774"
AIDS deaths,2014,Hawaii,35,2.9,"1,189,774"
AIDS prevalence,2014,Hawaii,"1,525",128.2,"1,189,774"
Estimated HIV incidence,2014,Hawaii,100,8,"1,189,774"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Hawaii,"2,900",240.7,"1,189,774"
HIV diagnoses,2013,Hawaii,98,8.3,"1,180,581"
HIV deaths,2013,Hawaii,40,3.4,"1,180,581"
HIV prevalence,2013,Hawaii,"2,510",212.6,"1,180,581"
AIDS diagnoses,2013,Hawaii,65,5.5,"1,180,581"
AIDS deaths,2013,Hawaii,29,2.5,"1,180,581"
AIDS prevalence,2013,Hawaii,"1,521",128.8,"1,180,581"
Estimated HIV incidence,2013,Hawaii,90,7.8,"1,180,581"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Hawaii,"2,800",238.2,"1,180,581"
HIV diagnoses,2012,Hawaii,83,7.1,"1,167,381"
HIV deaths,2012,Hawaii,50,4.3,"1,167,381"
HIV prevalence,2012,Hawaii,"2,452",210,"1,167,381"
AIDS diagnoses,2012,Hawaii,52,4.5,"1,167,381"
AIDS deaths,2012,Hawaii,44,3.8,"1,167,381"
AIDS prevalence,2012,Hawaii,"1,485",127.2,"1,167,381"
Estimated HIV incidence,2012,Hawaii,100,8.3,"1,167,381"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Hawaii,"2,800",236.4,"1,167,381"
HIV diagnoses,2016,New Hampshire,40,3.5,"1,155,262"
HIV deaths,2016,New Hampshire,16,1.4,"1,155,262"
HIV prevalence,2016,New Hampshire,"1,173",101.5,"1,155,262"
AIDS diagnoses,2016,New Hampshire,22,1.9,"1,155,262"
AIDS deaths,2016,New Hampshire,12,1,"1,155,262"
AIDS prevalence,2016,New Hampshire,611,52.9,"1,155,262"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,New Hampshire,"1,300",114.7,"1,155,262"
HIV diagnoses,2011,Hawaii,83,7.2,"1,155,219"
HIV deaths,2011,Hawaii,41,3.5,"1,155,219"
HIV prevalence,2011,Hawaii,"2,452",212.3,"1,155,219"
AIDS diagnoses,2011,Hawaii,52,4.5,"1,155,219"
AIDS deaths,2011,Hawaii,32,2.8,"1,155,219"
AIDS prevalence,2011,Hawaii,"1,502",130,"1,155,219"
Estimated HIV incidence,2011,Hawaii,80,7.1,"1,155,219"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Hawaii,"2,700",234.8,"1,155,219"
HIV diagnoses,2016,Maine,53,4.6,"1,152,447"
HIV deaths,2016,Maine,22,1.9,"1,152,447"
HIV prevalence,2016,Maine,"1,543",133.9,"1,152,447"
AIDS diagnoses,2016,Maine,16,1.4,"1,152,447"
AIDS deaths,2016,Maine,15,1.3,"1,152,447"
AIDS prevalence,2016,Maine,784,68,"1,152,447"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Maine,"1,800",156,"1,152,447"
HIV diagnoses,2015,Maine,46,4,"1,149,025"
HIV deaths,2015,Maine,19,1.7,"1,149,025"
HIV prevalence,2015,Maine,"1,438",125.1,"1,149,025"
AIDS diagnoses,2015,Maine,24,2.1,"1,149,025"
AIDS deaths,2015,Maine,15,1.3,"1,149,025"
AIDS prevalence,2015,Maine,755,65.7,"1,149,025"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Maine,"1,800",152.4,"1,149,025"
HIV diagnoses,2015,New Hampshire,25,2.2,"1,148,686"
HIV deaths,2015,New Hampshire,29,2.5,"1,148,686"
HIV prevalence,2015,New Hampshire,"1,153",100.4,"1,148,686"
AIDS diagnoses,2015,New Hampshire,15,1.3,"1,148,686"
AIDS deaths,2015,New Hampshire,24,2.1,"1,148,686"
AIDS prevalence,2015,New Hampshire,604,52.6,"1,148,686"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,New Hampshire,"1,300",113.4,"1,148,686"
HIV diagnoses,2014,Maine,57,5,"1,148,612"
HIV deaths,2014,Maine,19,1.7,"1,148,612"
HIV prevalence,2014,Maine,"1,410",122.8,"1,148,612"
AIDS diagnoses,2014,Maine,20,1.7,"1,148,612"
AIDS deaths,2014,Maine,15,1.3,"1,148,612"
AIDS prevalence,2014,Maine,751,65.4,"1,148,612"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Maine,"1,700",147.6,"1,148,612"
HIV diagnoses,2013,Maine,34,3,"1,145,551"
HIV deaths,2013,Maine,30,2.6,"1,145,551"
HIV prevalence,2013,Maine,"1,331",116.2,"1,145,551"
AIDS diagnoses,2013,Maine,24,2.1,"1,145,551"
AIDS deaths,2013,Maine,24,2.1,"1,145,551"
AIDS prevalence,2013,Maine,727,63.5,"1,145,551"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Maine,"1,600",143.3,"1,145,551"
HIV diagnoses,2014,New Hampshire,41,3.6,"1,144,968"
HIV deaths,2014,New Hampshire,13,1.1,"1,144,968"
HIV prevalence,2014,New Hampshire,"1,198",104.6,"1,144,968"
AIDS diagnoses,2014,New Hampshire,15,1.3,"1,144,968"
AIDS deaths,2014,New Hampshire,9,0.8,"1,144,968"
AIDS prevalence,2014,New Hampshire,641,56,"1,144,968"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,New Hampshire,"1,300",113,"1,144,968"
HIV diagnoses,2010,Hawaii,106,9.3,"1,143,965"
HIV deaths,2010,Hawaii,36,3.1,"1,143,965"
HIV prevalence,2010,Hawaii,"2,447",213.9,"1,143,965"
AIDS diagnoses,2010,Hawaii,67,5.9,"1,143,965"
AIDS deaths,2010,Hawaii,33,2.9,"1,143,965"
AIDS prevalence,2010,Hawaii,"1,521",133,"1,143,965"
Estimated HIV incidence,2010,Hawaii,80,6.9,"1,143,965"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Hawaii,"2,700",233.6,"1,143,965"
HIV diagnoses,2012,Maine,48,4.2,"1,143,304"
HIV deaths,2012,Maine,19,1.7,"1,143,304"
HIV prevalence,2012,Maine,"1,290",112.8,"1,143,304"
AIDS diagnoses,2012,Maine,30,2.6,"1,143,304"
AIDS deaths,2012,Maine,17,1.5,"1,143,304"
AIDS prevalence,2012,Maine,703,61.5,"1,143,304"
Estimated HIV incidence,2012,Maine,50,4.5,"1,143,304"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Maine,"1,600",142,"1,143,304"
HIV diagnoses,2011,Maine,49,4.3,"1,140,682"
HIV deaths,2011,Maine,24,2.1,"1,140,682"
HIV prevalence,2011,Maine,"1,273",111.6,"1,140,682"
AIDS diagnoses,2011,Maine,24,2.1,"1,140,682"
AIDS deaths,2011,Maine,15,1.3,"1,140,682"
AIDS prevalence,2011,Maine,695,60.9,"1,140,682"
Estimated HIV incidence,2011,Maine,60,5.6,"1,140,682"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Maine,"1,600",139.4,"1,140,682"
HIV diagnoses,2010,Maine,55,4.8,"1,137,614"
HIV deaths,2010,Maine,22,1.9,"1,137,614"
HIV prevalence,2010,Maine,"1,257",110.5,"1,137,614"
AIDS diagnoses,2010,Maine,26,2.3,"1,137,614"
AIDS deaths,2010,Maine,18,1.6,"1,137,614"
AIDS prevalence,2010,Maine,693,60.9,"1,137,614"
Estimated HIV incidence,2010,Maine,60,5.4,"1,137,614"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Maine,"1,600",136.3,"1,137,614"
HIV diagnoses,2013,New Hampshire,35,3.1,"1,136,199"
HIV deaths,2013,New Hampshire,15,1.3,"1,136,199"
HIV prevalence,2013,New Hampshire,"1,145",100.8,"1,136,199"
AIDS diagnoses,2013,New Hampshire,16,1.4,"1,136,199"
AIDS deaths,2013,New Hampshire,12,1.1,"1,136,199"
AIDS prevalence,2013,New Hampshire,626,55.1,"1,136,199"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,New Hampshire,"1,300",110.8,"1,136,199"
